phylum	#KEY
MGYA00150984-SRS1027367	countTable_biom1.tsv
MGYA00150986-SRS1027311	countTable_biom1.tsv
MGYA00150987-SRS1027368	countTable_biom1.tsv
MGYA00150988-SRS1027357	countTable_biom1.tsv
MGYA00150989-SRS1027285	countTable_biom1.tsv
MGYA00150990-SRS1027348	countTable_biom1.tsv
MGYA00150991-SRS1027380	countTable_biom1.tsv
MGYA00150992-SRS1027318	countTable_biom1.tsv
MGYA00150993-SRS1027337	countTable_biom1.tsv
MGYA00150996-SRS1027310	countTable_biom1.tsv
MGYA00150997-SRS1027390	countTable_biom1.tsv
MGYA00150998-SRS1027298	countTable_biom1.tsv
MGYA00151000-SRS1027383	countTable_biom1.tsv
MGYA00151001-SRS1027364	countTable_biom1.tsv
MGYA00151002-SRS1027330	countTable_biom1.tsv
MGYA00151003-SRS1027356	countTable_biom1.tsv
MGYA00151004-SRS1027379	countTable_biom1.tsv
MGYA00151005-SRS1027410	countTable_biom1.tsv
MGYA00151006-SRS1027338	countTable_biom1.tsv
MGYA00151008-SRS1027320	countTable_biom1.tsv
MGYA00151009-SRS1027384	countTable_biom1.tsv
MGYA00151010-SRS1027358	countTable_biom1.tsv
MGYA00151011-SRS1027336	countTable_biom1.tsv
MGYA00151012-SRS1027286	countTable_biom1.tsv
MGYA00151013-SRS1027404	countTable_biom1.tsv
MGYA00151014-SRS1027306	countTable_biom1.tsv
MGYA00151015-SRS1027296	countTable_biom1.tsv
MGYA00151016-SRS1027388	countTable_biom1.tsv
MGYA00151018-SRS1027363	countTable_biom1.tsv
MGYA00151019-SRS1027353	countTable_biom1.tsv
MGYA00151020-SRS1027333	countTable_biom1.tsv
MGYA00151022-SRS1027294	countTable_biom1.tsv
MGYA00151023-SRS1027316	countTable_biom1.tsv
MGYA00151024-SRS1027407	countTable_biom1.tsv
MGYA00151025-SRS1027399	countTable_biom1.tsv
MGYA00151026-SRS1027352	countTable_biom1.tsv
MGYA00151027-SRS1027290	countTable_biom1.tsv
MGYA00151028-SRS1027344	countTable_biom1.tsv
MGYA00151030-SRS1027331	countTable_biom1.tsv
MGYA00151031-SRS1027343	countTable_biom1.tsv
MGYA00151033-SRS1027395	countTable_biom1.tsv
MGYA00151034-SRS1027288	countTable_biom1.tsv
MGYA00151035-SRS1027365	countTable_biom1.tsv
MGYA00151036-SRS1027322	countTable_biom1.tsv
MGYA00151037-SRS1027375	countTable_biom1.tsv
MGYA00151039-SRS1027414	countTable_biom1.tsv
MGYA00151040-SRS1027332	countTable_biom1.tsv
MGYA00151042-SRS1027297	countTable_biom1.tsv
MGYA00151043-SRS1027398	countTable_biom1.tsv
MGYA00151044-SRS1027305	countTable_biom1.tsv
MGYA00151045-SRS1027314	countTable_biom1.tsv
MGYA00151046-SRS1027355	countTable_biom1.tsv
MGYA00151047-SRS1027345	countTable_biom1.tsv
MGYA00151048-SRS1027409	countTable_biom1.tsv
MGYA00151049-SRS1027394	countTable_biom1.tsv
MGYA00151050-SRS1027342	countTable_biom1.tsv
MGYA00151051-SRS1027307	countTable_biom1.tsv
MGYA00151052-SRS1027400	countTable_biom1.tsv
MGYA00151053-SRS1027335	countTable_biom1.tsv
MGYA00151054-SRS1027349	countTable_biom1.tsv
MGYA00151055-SRS1027360	countTable_biom1.tsv
MGYA00151056-SRS1027287	countTable_biom1.tsv
MGYA00151057-SRS1027302	countTable_biom1.tsv
MGYA00151058-SRS1027289	countTable_biom1.tsv
MGYA00151059-SRS1027411	countTable_biom1.tsv
MGYA00151060-SRS1027415	countTable_biom1.tsv
MGYA00151061-SRS1027341	countTable_biom1.tsv
MGYA00151063-SRS1027412	countTable_biom1.tsv
MGYA00151064-SRS1027299	countTable_biom1.tsv
MGYA00151065-SRS1027315	countTable_biom1.tsv
MGYA00151067-SRS1027359	countTable_biom1.tsv
MGYA00151068-SRS1027362	countTable_biom1.tsv
MGYA00151069-SRS1027351	countTable_biom1.tsv
MGYA00151070-SRS1027397	countTable_biom1.tsv
MGYA00151071-SRS1027323	countTable_biom1.tsv
MGYA00151073-SRS1027401	countTable_biom1.tsv
MGYA00151074-SRS1027339	countTable_biom1.tsv
MGYA00151075-SRS1027303	countTable_biom1.tsv
MGYA00151076-SRS1027327	countTable_biom1.tsv
MGYA00151077-SRS1027385	countTable_biom1.tsv
MGYA00151078-SRS1027406	countTable_biom1.tsv
MGYA00151079-SRS1027312	countTable_biom1.tsv
MGYA00151080-SRS1027292	countTable_biom1.tsv
MGYA00151081-SRS1027354	countTable_biom1.tsv
MGYA00151082-SRS1027324	countTable_biom1.tsv
MGYA00151083-SRS1027308	countTable_biom1.tsv
MGYA00151084-SRS1027372	countTable_biom1.tsv
MGYA00151085-SRS1027300	countTable_biom1.tsv
MGYA00151086-SRS1027328	countTable_biom1.tsv
MGYA00151087-SRS1027340	countTable_biom1.tsv
MGYA00151088-SRS1027350	countTable_biom1.tsv
MGYA00151089-SRS1027389	countTable_biom1.tsv
MGYA00151090-SRS1027319	countTable_biom1.tsv
MGYA00151091-SRS1027381	countTable_biom1.tsv
MGYA00151092-SRS1027378	countTable_biom1.tsv
MGYA00151093-SRS1027376	countTable_biom1.tsv
MGYA00151095-SRS1027374	countTable_biom1.tsv
MGYA00151096-SRS1027334	countTable_biom1.tsv
MGYA00151153-SRS1396312	countTable_biom1.tsv
MGYA00151154-SRS1396309	countTable_biom1.tsv
MGYA00151155-SRS1396285	countTable_biom1.tsv
MGYA00151156-SRS1396297	countTable_biom1.tsv
MGYA00151157-SRS1396299	countTable_biom1.tsv
MGYA00151158-SRS1396310	countTable_biom1.tsv
MGYA00151159-SRS1396305	countTable_biom1.tsv
MGYA00151160-SRS1396314	countTable_biom1.tsv
MGYA00151161-SRS1396306	countTable_biom1.tsv
MGYA00151162-SRS1396286	countTable_biom1.tsv
MGYA00151163-SRS1396308	countTable_biom1.tsv
MGYA00151164-SRS1396304	countTable_biom1.tsv
MGYA00151165-SRS1396289	countTable_biom1.tsv
MGYA00151166-SRS1396293	countTable_biom1.tsv
MGYA00151167-SRS1396291	countTable_biom1.tsv
MGYA00151168-SRS1396287	countTable_biom1.tsv
MGYA00151169-SRS1396300	countTable_biom1.tsv
MGYA00151170-SRS1396283	countTable_biom1.tsv
MGYA00151171-SRS1396319	countTable_biom1.tsv
MGYA00151172-SRS1396320	countTable_biom1.tsv
MGYA00151173-SRS1396301	countTable_biom1.tsv
MGYA00151174-SRS1396313	countTable_biom1.tsv
MGYA00151175-SRS1396315	countTable_biom1.tsv
MGYA00151176-SRS1396316	countTable_biom1.tsv
MGYA00151177-SRS1396322	countTable_biom1.tsv
MGYA00151178-SRS1396290	countTable_biom1.tsv
MGYA00151179-SRS1396288	countTable_biom1.tsv
MGYA00151180-SRS1396303	countTable_biom1.tsv
MGYA00151181-SRS1396321	countTable_biom1.tsv
MGYA00151182-SRS1396307	countTable_biom1.tsv
MGYA00151183-SRS1396292	countTable_biom1.tsv
MGYA00151184-SRS1396284	countTable_biom1.tsv
MGYA00151185-SRS1396317	countTable_biom1.tsv
MGYA00151186-SRS1396294	countTable_biom1.tsv
MGYA00151187-SRS1396296	countTable_biom1.tsv
MGYA00151188-SRS1396302	countTable_biom1.tsv
MGYA00151189-SRS1396282	countTable_biom1.tsv
MGYA00151190-SRS1396311	countTable_biom1.tsv
MGYA00151191-SRS1396318	countTable_biom1.tsv
MGYA00151192-SRS1396298	countTable_biom1.tsv
MGYA00151243-SRS1596137	countTable_biom1.tsv
MGYA00151244-SRS1596141	countTable_biom1.tsv
MGYA00151245-SRS1596144	countTable_biom1.tsv
MGYA00151246-SRS1596139	countTable_biom1.tsv
MGYA00151247-SRS1596138	countTable_biom1.tsv
MGYA00151248-SRS1596135	countTable_biom1.tsv
MGYA00151249-SRS1596140	countTable_biom1.tsv
MGYA00151250-SRS1596143	countTable_biom1.tsv
MGYA00151251-SRS1596142	countTable_biom1.tsv
MGYA00151252-SRS1596136	countTable_biom1.tsv
MGYA00160329-DRS050719	countTable_biom1.tsv
MGYA00160330-DRS050704	countTable_biom1.tsv
MGYA00160331-DRS050702	countTable_biom1.tsv
MGYA00160332-DRS050716	countTable_biom1.tsv
MGYA00160333-DRS050705	countTable_biom1.tsv
MGYA00160334-DRS050720	countTable_biom1.tsv
MGYA00160335-DRS050723	countTable_biom1.tsv
MGYA00160336-DRS050714	countTable_biom1.tsv
MGYA00160337-DRS050722	countTable_biom1.tsv
MGYA00160338-DRS050721	countTable_biom1.tsv
MGYA00160339-DRS050742	countTable_biom1.tsv
MGYA00160340-DRS050718	countTable_biom1.tsv
MGYA00160341-DRS050737	countTable_biom1.tsv
MGYA00160342-DRS050735	countTable_biom1.tsv
MGYA00160343-DRS050709	countTable_biom1.tsv
MGYA00160344-DRS050731	countTable_biom1.tsv
MGYA00160345-DRS050717	countTable_biom1.tsv
MGYA00160346-DRS050724	countTable_biom1.tsv
MGYA00160347-DRS050713	countTable_biom1.tsv
MGYA00160348-DRS050730	countTable_biom1.tsv
MGYA00160349-DRS050727	countTable_biom1.tsv
MGYA00160350-DRS050707	countTable_biom1.tsv
MGYA00160351-DRS050732	countTable_biom1.tsv
MGYA00160352-DRS050711	countTable_biom1.tsv
MGYA00160353-DRS050734	countTable_biom1.tsv
MGYA00160354-DRS050743	countTable_biom1.tsv
MGYA00160355-DRS050712	countTable_biom1.tsv
MGYA00160356-DRS050700	countTable_biom1.tsv
MGYA00160357-DRS050708	countTable_biom1.tsv
MGYA00160360-DRS050725	countTable_biom1.tsv
MGYA00160362-DRS050733	countTable_biom1.tsv
MGYA00160363-DRS050728	countTable_biom1.tsv
MGYA00160364-DRS050738	countTable_biom1.tsv
MGYA00160365-DRS050739	countTable_biom1.tsv
MGYA00160366-DRS050710	countTable_biom1.tsv
MGYA00160367-DRS050703	countTable_biom1.tsv
MGYA00160368-DRS050715	countTable_biom1.tsv
MGYA00160370-DRS050740	countTable_biom1.tsv
MGYA00160371-DRS050706	countTable_biom1.tsv
MGYA00160372-DRS050736	countTable_biom1.tsv
MGYA00160373-DRS050726	countTable_biom1.tsv
MGYA00160374-DRS050701	countTable_biom1.tsv
MGYA00160375-DRS050741	countTable_biom1.tsv
MGYA00160376-DRS050729	countTable_biom1.tsv
MGYA00168136-SRS811979	countTable_biom1.tsv
MGYA00168137-SRS811971	countTable_biom1.tsv
MGYA00168138-SRS810290	countTable_biom1.tsv
MGYA00168139-SRS811974	countTable_biom1.tsv
MGYA00168140-SRS811986	countTable_biom1.tsv
MGYA00168141-SRS811977	countTable_biom1.tsv
MGYA00168142-SRS811976	countTable_biom1.tsv
MGYA00168143-SRS811984	countTable_biom1.tsv
MGYA00168144-SRS811983	countTable_biom1.tsv
MGYA00168145-SRS811972	countTable_biom1.tsv
MGYA00168146-SRS811989	countTable_biom1.tsv
MGYA00168147-SRS811980	countTable_biom1.tsv
MGYA00168148-SRS811981	countTable_biom1.tsv
MGYA00168149-SRS811985	countTable_biom1.tsv
MGYA00168150-SRS811988	countTable_biom1.tsv
MGYA00168151-SRS811987	countTable_biom1.tsv
MGYA00168152-SRS811978	countTable_biom1.tsv
MGYA00168153-SRS811975	countTable_biom1.tsv
MGYA00168154-SRS811982	countTable_biom1.tsv
MGYA00168155-SRS811973	countTable_biom1.tsv
MGYA00168156-SRS2647210	countTable_biom1.tsv
MGYA00168157-SRS2647122	countTable_biom1.tsv
MGYA00168158-SRS2647166	countTable_biom1.tsv
MGYA00168159-SRS2647211	countTable_biom1.tsv
MGYA00168160-SRS2647151	countTable_biom1.tsv
MGYA00168161-SRS2647163	countTable_biom1.tsv
MGYA00168162-SRS2647150	countTable_biom1.tsv
MGYA00168163-SRS2647129	countTable_biom1.tsv
MGYA00168164-SRS2647121	countTable_biom1.tsv
MGYA00168165-SRS2647138	countTable_biom1.tsv
MGYA00168166-SRS2647175	countTable_biom1.tsv
MGYA00168167-SRS2647127	countTable_biom1.tsv
MGYA00168168-SRS2647146	countTable_biom1.tsv
MGYA00168169-SRS2647178	countTable_biom1.tsv
MGYA00168170-SRS2647125	countTable_biom1.tsv
MGYA00168171-SRS2647168	countTable_biom1.tsv
MGYA00168172-SRS2647174	countTable_biom1.tsv
MGYA00168173-SRS2647130	countTable_biom1.tsv
MGYA00168174-SRS2647147	countTable_biom1.tsv
MGYA00168175-SRS2647183	countTable_biom1.tsv
MGYA00168176-SRS2647152	countTable_biom1.tsv
MGYA00168177-SRS2647165	countTable_biom1.tsv
MGYA00168178-SRS2647132	countTable_biom1.tsv
MGYA00168179-SRS2647149	countTable_biom1.tsv
MGYA00168180-SRS2647159	countTable_biom1.tsv
MGYA00168181-SRS2647179	countTable_biom1.tsv
MGYA00168182-SRS2647204	countTable_biom1.tsv
MGYA00168183-SRS2647126	countTable_biom1.tsv
MGYA00168184-SRS2647171	countTable_biom1.tsv
MGYA00168185-SRS2647134	countTable_biom1.tsv
MGYA00168186-SRS2647124	countTable_biom1.tsv
MGYA00168187-SRS2647157	countTable_biom1.tsv
MGYA00168188-SRS2647133	countTable_biom1.tsv
MGYA00168189-SRS2647182	countTable_biom1.tsv
MGYA00168190-SRS2647173	countTable_biom1.tsv
MGYA00168191-SRS2647120	countTable_biom1.tsv
MGYA00168192-SRS2647153	countTable_biom1.tsv
MGYA00168193-SRS2647142	countTable_biom1.tsv
MGYA00168194-SRS2647155	countTable_biom1.tsv
MGYA00168195-SRS2647158	countTable_biom1.tsv
MGYA00168196-SRS2647141	countTable_biom1.tsv
MGYA00168197-SRS2647136	countTable_biom1.tsv
MGYA00168198-SRS2647135	countTable_biom1.tsv
MGYA00168199-SRS2647131	countTable_biom1.tsv
MGYA00168200-SRS2647145	countTable_biom1.tsv
MGYA00168201-SRS2647181	countTable_biom1.tsv
MGYA00168202-SRS2647167	countTable_biom1.tsv
MGYA00168203-SRS2647156	countTable_biom1.tsv
MGYA00168204-SRS2647169	countTable_biom1.tsv
MGYA00168205-SRS2647140	countTable_biom1.tsv
MGYA00168206-SRS2647164	countTable_biom1.tsv
MGYA00168207-SRS2647172	countTable_biom1.tsv
MGYA00168208-SRS2647176	countTable_biom1.tsv
MGYA00168209-SRS2647154	countTable_biom1.tsv
MGYA00168210-SRS2647148	countTable_biom1.tsv
MGYA00168211-SRS2647143	countTable_biom1.tsv
MGYA00168212-SRS2647161	countTable_biom1.tsv
MGYA00168213-SRS2647139	countTable_biom1.tsv
MGYA00168214-SRS2647123	countTable_biom1.tsv
MGYA00168215-SRS2647177	countTable_biom1.tsv
MGYA00168216-SRS2647170	countTable_biom1.tsv
MGYA00168217-SRS2647137	countTable_biom1.tsv
MGYA00168218-SRS2647128	countTable_biom1.tsv
MGYA00168219-SRS2647180	countTable_biom1.tsv
MGYA00168220-SRS2647160	countTable_biom1.tsv
MGYA00168221-SRS2647144	countTable_biom1.tsv
MGYA00168222-SRS2647184	countTable_biom1.tsv
MGYA00168223-SRS2647162	countTable_biom1.tsv
MGYA00293720-SRS2708606	countTable_biom1.tsv
MGYA00293721-SRS2708605	countTable_biom1.tsv
MGYA00293722-SRS2708604	countTable_biom1.tsv
MGYA00293723-SRS2708603	countTable_biom1.tsv
MGYA00293724-SRS2708602	countTable_biom1.tsv
MGYA00293725-SRS2708601	countTable_biom1.tsv
MGYA00293726-SRS2708599	countTable_biom1.tsv
MGYA00293727-SRS2708598	countTable_biom1.tsv
MGYA00293728-SRS2708600	countTable_biom1.tsv
MGYA00293729-SRS2708596	countTable_biom1.tsv
MGYA00293730-SRS2708597	countTable_biom1.tsv
MGYA00293731-SRS2708595	countTable_biom1.tsv
MGYA00293732-SRS2708592	countTable_biom1.tsv
MGYA00293733-SRS2708594	countTable_biom1.tsv
MGYA00293734-SRS2708593	countTable_biom1.tsv
MGYA00293735-SRS2708591	countTable_biom1.tsv
MGYA00293736-SRS2708590	countTable_biom1.tsv
MGYA00293737-SRS2708589	countTable_biom1.tsv
MGYA00293738-SRS2708588	countTable_biom1.tsv
MGYA00293739-SRS2708587	countTable_biom1.tsv
MGYA00293740-SRS2708586	countTable_biom1.tsv
MGYA00579298-SRS387927	countTable_biom1.tsv
MGYA00579299-SRS386986	countTable_biom1.tsv
MGYA00579301-SRS387947	countTable_biom1.tsv
MGYA00579304-SRS387946	countTable_biom1.tsv
MGYA00653351-SRS6146184	countTable_biom1.tsv
MGYA00653358-SRS6146204	countTable_biom1.tsv
MGYA00653363-SRS6146185	countTable_biom1.tsv
MGYA00653370-SRS6146186	countTable_biom1.tsv
MGYA00653371-SRS5061641	countTable_biom1.tsv
MGYA00653373-SRS5061637	countTable_biom1.tsv
MGYA00653375-SRS5061630	countTable_biom1.tsv
MGYA00653376-SRS6146188	countTable_biom1.tsv
MGYA00653377-SRS5061639	countTable_biom1.tsv
MGYA00653379-SRS5061643	countTable_biom1.tsv
MGYA00653380-SRS5061634	countTable_biom1.tsv
MGYA00653382-SRS5061644	countTable_biom1.tsv
MGYA00653385-SRS5061640	countTable_biom1.tsv
MGYA00653387-SRS5061648	countTable_biom1.tsv
MGYA00653388-SRS6146202	countTable_biom1.tsv
MGYA00653390-SRS5061625	countTable_biom1.tsv
MGYA00653391-SRS5061642	countTable_biom1.tsv
MGYA00653392-SRS5061635	countTable_biom1.tsv
MGYA00653393-SRS5061629	countTable_biom1.tsv
MGYA00653394-SRS5061638	countTable_biom1.tsv
MGYA00653395-SRS5061632	countTable_biom1.tsv
MGYA00653396-SRS5061647	countTable_biom1.tsv
MGYA00653397-SRS5061631	countTable_biom1.tsv
MGYA00653399-SRS5061626	countTable_biom1.tsv
MGYA00653400-SRS6146198	countTable_biom1.tsv
MGYA00653401-SRS5061627	countTable_biom1.tsv
MGYA00653403-SRS5061649	countTable_biom1.tsv
MGYA00653405-SRS5061633	countTable_biom1.tsv
MGYA00653407-SRS5061636	countTable_biom1.tsv
MGYA00653409-SRS5061628	countTable_biom1.tsv
MGYA00653410-SRS5061646	countTable_biom1.tsv
MGYA00653412-SRS5061645	countTable_biom1.tsv
MGYA00653415-SRS6146189	countTable_biom1.tsv
MGYA00653448-SRS6146192	countTable_biom1.tsv
MGYA00653476-SRS6146200	countTable_biom1.tsv
MGYA00653514-SRS6146187	countTable_biom1.tsv
MGYA00653537-SRS6146201	countTable_biom1.tsv
MGYA00653569-SRS6146203	countTable_biom1.tsv
MGYA00653603-SRS6146194	countTable_biom1.tsv
MGYA00653622-SRS6146190	countTable_biom1.tsv
MGYA00653654-SRS6146193	countTable_biom1.tsv
MGYA00653682-SRS6146183	countTable_biom1.tsv
MGYA00653709-SRS6146197	countTable_biom1.tsv
MGYA00653712-SRS6146199	countTable_biom1.tsv
MGYA00653713-SRS6146195	countTable_biom1.tsv
MGYA00653733-SRS6146196	countTable_biom1.tsv
MGYA00653740-SRS6146191	countTable_biom1.tsv
MGYA00661622-SRS5098352	countTable_biom1.tsv
MGYA00661623-SRS5098353	countTable_biom1.tsv
MGYA00661625-SRS5098363	countTable_biom1.tsv
MGYA00661627-SRS5098368	countTable_biom1.tsv
MGYA00661628-SRS5098370	countTable_biom1.tsv
MGYA00661630-SRS5098331	countTable_biom1.tsv
MGYA00661633-SRS5098326	countTable_biom1.tsv
MGYA00661638-SRS5098362	countTable_biom1.tsv
MGYA00661643-SRS5098339	countTable_biom1.tsv
MGYA00661645-SRS5098337	countTable_biom1.tsv
MGYA00661647-SRS5098359	countTable_biom1.tsv
MGYA00661649-SRS5098384	countTable_biom1.tsv
MGYA00661651-SRS5098350	countTable_biom1.tsv
MGYA00661653-SRS5098381	countTable_biom1.tsv
MGYA00661655-SRS5098358	countTable_biom1.tsv
MGYA00661658-SRS5098371	countTable_biom1.tsv
MGYA00661661-SRS5098348	countTable_biom1.tsv
MGYA00661664-SRS5098324	countTable_biom1.tsv
MGYA00661668-SRS5098375	countTable_biom1.tsv
MGYA00661670-SRS5098389	countTable_biom1.tsv
MGYA00661671-SRS5098357	countTable_biom1.tsv
MGYA00661673-SRS5098377	countTable_biom1.tsv
MGYA00661674-SRS5098346	countTable_biom1.tsv
MGYA00661676-SRS5098345	countTable_biom1.tsv
MGYA00661679-SRS5098355	countTable_biom1.tsv
MGYA00661681-SRS5098364	countTable_biom1.tsv
MGYA00661683-SRS5098338	countTable_biom1.tsv
MGYA00661684-SRS5098379	countTable_biom1.tsv
MGYA00661686-SRS5098372	countTable_biom1.tsv
MGYA00661688-SRS5098388	countTable_biom1.tsv
MGYA00661689-SRS5098373	countTable_biom1.tsv
MGYA00661691-SRS5098329	countTable_biom1.tsv
MGYA00661693-SRS5098343	countTable_biom1.tsv
MGYA00661695-SRS5098378	countTable_biom1.tsv
MGYA00661696-SRS5098330	countTable_biom1.tsv
MGYA00661698-SRS5098361	countTable_biom1.tsv
MGYA00661699-SRS5098340	countTable_biom1.tsv
MGYA00661701-SRS5098385	countTable_biom1.tsv
MGYA00661703-SRS5098360	countTable_biom1.tsv
MGYA00661705-SRS5098382	countTable_biom1.tsv
MGYA00661707-SRS5098369	countTable_biom1.tsv
MGYA00661710-SRS5098351	countTable_biom1.tsv
MGYA00661712-SRS5098342	countTable_biom1.tsv
MGYA00661715-SRS5098349	countTable_biom1.tsv
MGYA00661717-SRS5098354	countTable_biom1.tsv
MGYA00661720-SRS5098335	countTable_biom1.tsv
MGYA00661722-SRS5098356	countTable_biom1.tsv
MGYA00661724-SRS5098333	countTable_biom1.tsv
MGYA00661725-SRS5098341	countTable_biom1.tsv
MGYA00661727-SRS5098336	countTable_biom1.tsv
MGYA00661728-SRS5098367	countTable_biom1.tsv
MGYA00661729-SRS5098390	countTable_biom1.tsv
MGYA00661732-SRS5098380	countTable_biom1.tsv
MGYA00661734-SRS5098376	countTable_biom1.tsv
MGYA00661737-SRS5098387	countTable_biom1.tsv
MGYA00661739-SRS5098334	countTable_biom1.tsv
MGYA00661742-SRS5098386	countTable_biom1.tsv
MGYA00661744-SRS5098366	countTable_biom1.tsv
MGYA00661746-SRS5098365	countTable_biom1.tsv
MGYA00661747-SRS5098391	countTable_biom1.tsv
MGYA00661750-SRS5098344	countTable_biom1.tsv
MGYA00661752-SRS5098327	countTable_biom1.tsv
MGYA00661753-SRS5098325	countTable_biom1.tsv
MGYA00661755-SRS5098374	countTable_biom1.tsv
MGYA00661757-SRS5098332	countTable_biom1.tsv
MGYA00661759-SRS5098328	countTable_biom1.tsv
MGYA00661760-SRS5098347	countTable_biom1.tsv
MGYA00661761-SRS5061792	countTable_biom1.tsv
MGYA00661763-SRS5061784	countTable_biom1.tsv
MGYA00661764-SRS5061787	countTable_biom1.tsv
MGYA00661767-SRS5061782	countTable_biom1.tsv
MGYA00661768-SRS5061777	countTable_biom1.tsv
MGYA00661769-SRS5061779	countTable_biom1.tsv
MGYA00661771-SRS5061786	countTable_biom1.tsv
MGYA00661772-SRS5061781	countTable_biom1.tsv
MGYA00661774-SRS5061771	countTable_biom1.tsv
MGYA00661776-SRS5061772	countTable_biom1.tsv
MGYA00661778-SRS5061773	countTable_biom1.tsv
MGYA00661779-SRS5061790	countTable_biom1.tsv
MGYA00661780-SRS5061789	countTable_biom1.tsv
MGYA00661782-SRS5061780	countTable_biom1.tsv
MGYA00661783-SRS5061791	countTable_biom1.tsv
MGYA00661784-SRS5061788	countTable_biom1.tsv
MGYA00661785-SRS5061785	countTable_biom1.tsv
MGYA00661787-SRS5061770	countTable_biom1.tsv
MGYA00661789-SRS5061775	countTable_biom1.tsv
MGYA00661791-SRS5061774	countTable_biom1.tsv
MGYA00661792-SRS5061794	countTable_biom1.tsv
MGYA00661793-SRS5061783	countTable_biom1.tsv
